running_no;year;boxor;box;HEXP;egg_code;code_shift;eggmass;bs_final;bs_origin;individual;sex;mass0;mass2;mass5;mass8;mass11;mass12;mass14;tars14R;tarwho;pha_fin
1;2016;2016_N010;2016_N010;CORT;2016_E0112;0;1.28;8;2;ID00511;F;0.87;2;;8.6;10;11.32;;16.93;MEASURER1;0.506666667
2;2016;2016_N011;2016_N010;T4;2016_E0107;0;1.26;8;8;ID00513;M;0.86;2.3;;9.6;11.42;11.92;;17.45;MEASURER1;1.413333333
3;2016;2016_N011;2016_N010;CORT;2016_E0108;0;1.24;8;8;ID00512;M;0.88;2.5;;9.9;11.46;11.46;;17.5;MEASURER1;1.1
4;2016;2016_N018;2016_N018;T4;2016_E0185;0;1.12;8;8;ID00536;M;0.78;1.4;3.7;6.4;8.52;9.76;10.3;17.33;MEASURER1;0.963333333
5;2016;2016_N018;2016_N018;T4;2016_E0186;0;1.14;8;8;ID00531;F;0.77;1.9;5.4;7.8;9.33;10.04;10.1;16.96;MEASURER1;0.616666667
6;2016;2016_N018;2016_N018;C;2016_E0188;0;1.11;8;8;ID00533;M;0.82;2;5.4;8;9.8;9.84;10.5;17.28;MEASURER1;0.686666667
7;2016;2016_N019;2016_N018;T4;2016_E0182;0;1.36;8;9;ID00535;M;0.84;2.2;6.3;8.8;10.93;11.41;11.4;16.45;MEASURER1;0.943333333
8;2016;2016_N019;2016_N018;CORT;2016_E0183;0;1.42;8;9;ID00532;M;0.95;2.2;6.3;9.6;10.86;11.8;11.7;17.54;MEASURER1;0.636666667
9;2016;2016_N019;2016_N018;C;2016_E0184;0;1.38;8;9;ID00534;M;0.94;2.2;6.6;9.6;11.37;11.57;12.5;17.08;MEASURER1;0.82
10;2016;2016_N033;2016_N033;T4;2016_E0351;0;1.17;7;8;ID00564;F;0.87;2.3;6.5;9.6;10.36;10.83;11;15.92;MEASURER1;1.213333333
11;2016;2016_N033;2016_N033;CORT;2016_E0352;0;1.16;7;8;ID00559;F;0.85;2;5.7;9;10.39;10.14;10.8;15.62;MEASURER1;0.446666667
12;2016;2016_N033;2016_N033;C;2016_E0353;0;1.14;7;8;ID00561;F;0.75;2.2;6.1;9.3;10.22;10.72;11.4;16.19;MEASURER1;0.763333333
13;2016;2016_N034;2016_N033;T4;2016_E0354;0;1.29;7;8;ID00563;F;0.96;1.5;4.7;7.8;9.62;9.81;10.5;16.27;MEASURER1;1.123333333
14;2016;2016_N034;2016_N033;CORT;2016_E0355;0;1.26;7;8;ID00562;M;0.8;2;5.5;8.9;10.55;10.35;11.4;16.1;MEASURER1;0.763333333
15;2016;2016_N034;2016_N033;C;2016_E0356;0;1.26;7;8;ID00560;F;0.83;1.7;4.7;7.8;9.49;9.92;10.7;15.48;MEASURER1;0.623333333
16;2016;2016_N033;2016_N034;T4;2016_E0367;0;1.17;7;8;ID00566;M;0.84;1.6;4.8;8.1;9.91;10.15;11.1;17.14;MEASURER1;0.643333333
17;2016;2016_N033;2016_N034;CORT;2016_E0368;0;1.16;7;8;ID00569;M;0.77;1.5;4.5;8;9.94;10.44;11.6;16.9;MEASURER1;1.113333333
18;2016;2016_N033;2016_N034;C;2016_E0369;0;1.15;7;8;ID00565;F;0.87;1.5;4.6;8.4;10.05;10.37;11.3;16.15;MEASURER1;0.533333333
19;2016;2016_N034;2016_N034;T4;2016_E0370;0;1.26;7;8;ID00570;F;0.95;1.6;4.5;7.8;9.36;9.78;10.8;16.32;MEASURER1;0.943333333
20;2016;2016_N034;2016_N034;CORT;2016_E0371;0;1.21;7;8;ID00568;M;0.88;1.6;4.5;8.1;9.84;10.15;11.3;16.9;MEASURER1;0.936666667
21;2016;2016_N035;2016_N034;C;2016_E0366;0;1.14;7;3;ID00567;M;0.81;2;5.4;9;10.61;10.73;11.2;17.12;MEASURER1;0.846666667
22;2016;2016_N037;2016_N037;C;2016_E0415;0;1.21;6;3;ID00579;M;0.89;2.4;5.4;8.43;10.99;10.8;10.8;17.29;MEASURER1;0.42
23;2016;2016_N038;2016_N037;T4;2016_E0416;0;1.17;6;8;ID00584;M;0.74;1.3;4.3;6.99;9.37;9.58;10.8;15.43;MEASURER1;0.75
24;2016;2016_N038;2016_N037;CORT;2016_E0417;0;1.16;6;8;ID00582;M;0.85;2.1;5.4;6.433;10.68;10.74;11;16.18;MEASURER1;0.637291667
25;2016;2016_N038;2016_N037;C;2016_E0418;0;1.17;6;8;ID00580;M;0.85;1.9;5.1;8.27;10.9;10.44;11.5;16.45;MEASURER1;0.493333333
26;2016;2016_N028;2016_N037;T4;2016_E0419;0;1.2;6;4;ID00583;M;0.73;1.3;4.1;6.82;9.77;10.27;11.5;15.88;MEASURER1;0.696666667
27;2016;2016_N028;2016_N037;C;2016_E0420;0;1.08;6;4;ID00581;M;0.72;1.1;3.4;6.13;10.34;9.52;10.8;15.91;MEASURER1;0.526666667
28;2016;2016_N020;2016_N021;CORT;2016_E0482;0;1.06;3;6;ID00586;F;0.75;2.5;5.6;8.9;10.53;11.2;11;16.84;MEASURER1;0.566666667
29;2016;2016_N021;2016_N021;C;2016_E0480;0;1.25;3;5;ID00585;M;0.93;2.9;6.4;9.7;11.36;11.34;12;16.21;MEASURER1;0.56
30;2016;2016_N004;2016_N006;CORT;2016_E0524;0;1.38;5;6;ID00593;M;1;1.5;3.8;;9.43;10;10.6;16.49;MEASURER1;0.776666667
31;2016;2016_N005;2016_N006;T4;2016_E0529;0;1.26;5;4;ID00596;M;0.7;1.1;3;8.1;8.445;8.79;10.1;15.55;MEASURER1;0.976666667
32;2016;2016_N005;2016_N006;C;2016_E0531;0;1.23;5;4;ID00592;F;0.81;1.5;3.6;7.1;8.7;8.79;10.3;16.96;MEASURER1;0.8
33;2016;2016_N006;2016_N006;CORT;2016_E0527;0;1.42;5;8;ID00595;F;1.04;1.7;3.9;6.6;9.44;10.98;10.7;17.02;MEASURER1;0.903333333
34;2016;2016_N006;2016_N006;C;2016_E0528;0;1.41;5;8;ID00594;F;0.94;1.3;3;6.3;7.9;9.05;9.6;15.73;MEASURER1;0.786666667
35;2016;2016_N007;2016_N009;C;2016_E0570;0;1.24;3;3;ID00605;F;0.67;1.7;4.6;8;9.71;10.22;10.8;16.08;MEASURER1;0.7
36;2016;2016_N009;2016_N009;T4;2016_E0571;0;1.17;3;4;ID00603;M;0.82;1.9;3.4;5.5;6.53;6.76;6.8;14.1;MEASURER1;0.353333333
37;2016;2016_N009;2016_N009;CORT;2016_E0572;0;1.14;3;4;ID00604;F;0.8;1.6;4.2;7.8;9.73;9.86;10.5;15.79;MEASURER1;0.423333333
38;2016;2016_N033;2016_N035;T4;2016_E0678;0;1.16;8;8;ID00609;F;0.84;2;4.64;8.29;9.69;10.14;10.9;16.81;MEASURER1;1.056666667
39;2016;2016_N033;2016_N035;C;2016_E0680;0;1.15;8;8;ID00607;F;0.67;1.6;3.97;8.04;9.98;10.63;11.6;16.29;MEASURER1;0.616666667
40;2016;2016_N034;2016_N035;T4;2016_E0681;0;1.19;8;8;ID00611;M;0.95;2.1;4.84;8.42;10.03;10.69;11.2;17;MEASURER1;0.706666667
41;2016;2016_N034;2016_N035;CORT;2016_E0682;0;1.26;8;8;ID00608;F;0.95;1.8;4.26;7.64;8.93;9.67;10.2;16;MEASURER1;0.716666667
42;2016;2016_N034;2016_N035;C;2016_E0683;0;1.24;8;8;ID00610;M;0.89;2.1;5.26;8.86;10.54;10.97;11.7;17.38;MEASURER1;1
43;2016;2016_N035;2016_N035;T4;2016_E0674;0;1.18;8;3;ID00606;M;0.77;1.5;3.78;7.4;9.47;10.19;11.6;16.45;MEASURER1;0.466666667
44;2016;2016_N026;2016_N026;T4;2016_E0699;0;1.15;5;6;ID00614;F;0.77;1.7;4.9;7.8;10.76;11.52;10.6;16.19;MEASURER1;0.71
45;2016;2016_N026;2016_N026;T4;2016_E0700;0;1.18;5;6;ID00615;M;0.8;1.2;4;7.7;10.46;11.15;11.3;16.61;MEASURER1;0.996666667
46;2016;2016_N026;2016_N026;T4;2016_E0701;0;1.14;5;6;ID00613;F;0.86;1.8;4.8;8.5;10.35;11.25;10.7;16.22;MEASURER1;0.696666667
47;2016;2016_N015;2016_N017;CORT;2016_E0710;0;1.15;12;8;ID00623;M;0.85;3.27;6.1;9.9;11.62;11.77;11.8;16.9;MEASURER1;0.963333333
48;2016;2016_N015;2016_N017;T4;2016_E0711;0;1.14;12;8;ID00619;F;0.77;2.89;5.5;9;10.6;10.55;11.3;16.72;MEASURER1;0.84
49;2016;2016_N015;2016_N017;CORT;2016_E0712;0;1.14;12;8;ID00622;M;0.8;3.27;5.4;9.3;10.73;11.43;10.8;16.98;MEASURER1;0.926666667
50;2016;2016_N015;2016_N017;C;2016_E0713;0;1.15;12;8;ID00618;F;0.84;2.31;4.9;8.6;10.84;11.2;11.7;17.55;MEASURER1;0.71
51;2016;2016_N017;2016_N017;T4;2016_E0718;0;1.14;12;6;ID00625;M;0.91;2.05;4.7;8.4;10.42;11.92;11.6;17.42;MEASURER1;1.26
52;2016;2016_N017;2016_N017;CORT;2016_E0719;0;1.16;12;6;ID00621;F;0.76;2.39;5.1;8.6;9.64;11.64;11.7;16.54;MEASURER1;0.89
53;2016;2016_N017;2016_N017;C;2016_E0720;0;1.23;12;6;ID00624;M;0.88;1.73;3.7;7.5;10.81;11.16;11.8;17.71;MEASURER1;0.976666667
54;2016;2016_N016;2016_N017;T4;2016_E0714;0;1.14;12;5;ID00617;M;0.82;2.29;4.8;8.9;11.18;11.79;12.2;16.71;MEASURER1;0.6
55;2016;2016_N016;2016_N017;CORT;2016_E0715;0;1.15;12;5;ID00620;M;0.83;2.32;4.6;8.6;10.6;12.16;11.6;17.34;MEASURER1;0.906666667
56;2016;2016_N032;2016_N032;CORT;2016_E1069;0;1.1;7;5;ID00666;F;0.81;2;5;8.1;10.06;10.21;10.8;16.3;MEASURER1;0.64
57;2016;2016_N032;2016_N032;CORT;2016_E1070;0;1.14;7;5;ID00664;F;0.84;1.5;4.2;7.9;9.5;10.17;10.7;16.19;MEASURER1;0.44
58;2016;2016_N032;2016_N032;C;2016_E1071;0;1.08;7;5;ID00665;M;0.78;1.5;4.3;7.8;9.84;10.2;11.1;16.49;MEASURER1;0.623333333
59;2016;2016_N049;2016_N032;T4;2016_E1072;0;1.09;7;4;ID00668;F;0.83;2.8;6.7;9.7;10.92;11.08;11.3;16.88;MEASURER1;0.83
60;2016;2016_N050;2016_N032;T4;2016_E1075;0;1.19;7;4;ID00667;M;0.84;1.1;3.6;6.6;8.82;9.39;10.3;16.51;MEASURER1;0.566666667
61;2016;2016_N053;2016_N053;T4;2016_E1078;0;1.02;8;5;ID00671;M;0.82;1.93;5;8.4;11.11;10.8;10.8;17.32;MEASURER1;0.95
62;2016;2016_N051;2016_N053;T4;2016_E1082;0;1.29;8;7;ID00669;F;0.97;2.35;5.9;8.7;10.64;11.3;11.3;17.43;MEASURER1;0.736666667
63;2016;2016_N051;2016_N053;CORT;2016_E1083;0;1.41;8;7;ID00673;M;1.02;2.41;6.3;9.5;11.53;12.2;12.2;18.31;MEASURER1;1.073333333
64;2016;2016_N051;2016_N053;C;2016_E1084;0;1.38;8;7;ID00672;F;1.05;1.56;4.5;7.3;10.52;11;11;17.21;MEASURER1;1.003333333
65;2016;2016_N052;2016_N053;T4;2016_E1085;0;1.24;8;2;ID00670;M;0.89;2.01;5.4;8.6;11.37;12.3;12.3;17.86;MEASURER1;0.78
66;2016;2016_N023;2016_N012;T4;2016_E1095;0;1.16;6;4;ID00676;UNK;0.83;1.7;4.8;8;11.03;11.43;11.3;17.25;MEASURER1;0.88
67;2016;2016_N023;2016_N012;C;2016_E1097;0;1.3;6;4;ID00675;UNK;0.94;2.3;5.6;9.3;11.98;12.87;12.2;16.47;MEASURER1;0.84
68;2016;2016_N012;2016_N012;CORT;2016_E1100;0;1.12;6;3;ID00674;F;0.9;1.6;4;7.7;10.84;11.41;10.9;16.25;MEASURER1;0.653333333
69;2016;2016_N032;2016_N049;CORT;2016_E1118;0;1.16;5;5;ID00679;M;0.8;1.65;4.1;8.2;10.3;11.2;12;16.76;MEASURER1;0.92
70;2016;2016_N049;2016_N049;C;2016_E1121;0;1.21;5;4;ID00680;M;;2.6;5.57;8.9;10.36;11;11.5;16.81;MEASURER1;1.04
71;2016;2016_N050;2016_N049;CORT;2016_E1123;0;1.24;5;4;ID00678;F;0.89;1.09;3.23;7;9.3;9.98;10.8;16.52;MEASURER1;0.823333333
72;2016;2016_N053;2016_N051;CORT;2016_E1151;0;0.9;9;5;ID00684;F;0.78;1.34;3.6;6.3;8.41;9.53;10.1;15.48;MEASURER1;0.72
73;2016;2016_N053;2016_N051;C;2016_E1152;0;1.01;9;5;ID00685;M;0.71;1.88;4.2;7;9.63;10.11;10.2;16.66;MEASURER1;0.816666667
74;2016;2016_N051;2016_N051;T4;2016_E1153;0;1.43;9;7;ID00683;M;0.94;2.37;5.7;8.2;10.95;11.45;11.9;17.45;MEASURER1;0.77
75;2016;2016_N051;2016_N051;CORT;2016_E1154;0;1.27;9;7;ID00682;F;0.85;2.22;5.3;8;10.23;10.93;11;17.35;MEASURER1;0.713333333
76;2016;2016_N052;2016_N051;CORT;2016_E1157;0;1.24;9;2;ID00681;F;0.82;2.41;5.5;8.2;11.03;11.23;10.9;16.89;MEASURER1;0.376666667
77;2016;2016_N018;2016_N054;T4;2016_E1214;0;1.19;6;8;ID00694;F;0.85;2.29;4.75;7.9;9.34;9.46;9.9;16.5;MEASURER1;0.656666667
78;2016;2016_N018;2016_N054;C;2016_E1216;0;1.21;6;8;ID00695;M;0.82;2.3;5.09;8.5;10.49;10.47;11.1;16.94;MEASURER1;0.8
79;2016;2016_N019;2016_N054;T4;2016_E1211;0;1.26;6;9;ID00697;M;0.86;2.4;5.46;9.7;10.8;11.13;11.6;17.32;MEASURER1;1.1
80;2016;2016_N019;2016_N054;CORT;2016_E1212;Y;1.31;6;9;ID00696;M;0.94;2.5;5.8;9.7;11.4;11.87;12.2;17.56;MEASURER1;0.816666667
81;2016;2016_N019;2016_N054;C;2016_E1213;0;1.26;6;9;ID00693;M;0.85;1.71;4.16;7.7;9.62;10.32;11.5;16.93;MEASURER1;0.6
82;2016;2016_N055;2016_N025;T4;2016_E1229;0;1.2;5;3;ID00699;F;0.86;2.2;4.92;8.6;10.47;10.95;10.9;15.87;MEASURER1;0.546666667
83;2016;2016_N055;2016_N025;C;2016_E1231;0;1.24;5;3;ID00698;F;0.93;2;5.09;8.3;10.43;10.97;10.9;16.82;MEASURER1;0.45
84;2016;2016_N025;2016_N025;CORT;2016_E1233;0;1.2;5;3;ID00700;F;0.81;1.2;3.45;7.1;10.32;11;11.8;16.66;MEASURER1;0.59
85;2016;2016_N056;2016_N025;CORT;2016_E1236;0;1.15;5;3;ID00701;F;0.8;1.6;4.31;8;10.63;11.14;11.4;16.18;MEASURER1;0.736666667
86;2016;2016_N056;2016_N025;CORT;2016_E1237;0;1.09;5;3;ID00702;M;0.81;2;4.97;8.5;10.69;11.3;11.6;17.04;MEASURER1;1.19
87;2016;2016_N055;2016_N056;CORT;2016_E1321;0;1.17;5;3;ID00709;F;0.85;2.8;5.81;8.4;10.48;;10.7;16.05;MEASURER1;0.74
88;2016;2016_N025;2016_N056;T4;2016_E1323;0;1.17;5;3;ID00708;F;0.76;1.8;4.59;8.5;10.74;11.66;11.8;16.09;MEASURER1;0.646666667
89;2016;2016_N025;2016_N056;CORT;2016_E1324;0;1.23;5;3;ID00710;M;0.87;1.8;4.57;8.6;11.13;11.82;11.8;17.21;MEASURER1;1.043333333
90;2016;2016_N023;2016_N029;C;2016_E1345;Y;1.35;9;6;ID00711;F;0.88;1.53;3.4;6.9;7.86;;9;16.18;MEASURER1;
91;2016;2016_N031;2016_N029;T4;2016_E1337;0;1.11;9;2;ID00713;M;0.6;2.02;4.5;8.1;9.97;;10.1;16.81;MEASURER1;
92;2016;2016_N031;2016_N029;CORT;2016_E1338;0;1.2;9;2;ID00712;UNK;0.89;1.61;3.8;7.3;9.24;;9.9;17.26;MEASURER1;
93;2016;2016_N030;2016_N029;T4;2016_E1343;0;1.28;9;6;ID00714;M;0.94;2.06;4.4;8;9.95;;10.1;16.65;MEASURER1;
94;2016;2016_N030;2016_N029;CORT;2016_E1344;0;1.43;9;6;ID00715;F;0.9;2.51;4.8;8.5;9.46;;9.6;16.5;MEASURER1;
95;2016;2016_N029;2016_N029;T4;2016_E1340;0;1.18;9;3;ID00716;F;0.85;2.06;4.3;7.9;8.85;;9.9;16.9;MEASURER1;
96;2016;2016_N029;2016_N029;CORT;2016_E1342;0;1.16;9;3;ID00717;M;0.83;1.99;4.4;7.5;9.24;;9.6;17.36;MEASURER1;
97;2016;2016_N010;2016_N011;T4;2016_E1360;0;1.3;8;2;ID00718;F;0.78;1.3;3.5;6.3;8.72;;9.8;16.49;MEASURER1;0.6
98;2016;2016_N011;2016_N011;T4;2016_E1356;0;1.1;8;8;ID00721;UNK;0.77;1.7;4.7;7.8;10.5;;10.9;16.61;MEASURER1;1.113333333
99;2016;2016_N011;2016_N011;T4;2016_E1357;0;1.17;8;8;ID00720;UNK;0.84;1.9;4.7;7.9;10.72;;11.1;16.61;MEASURER1;0.85
100;2016;2016_N011;2016_N011;CORT;2016_E1358;0;1.25;8;8;ID00722;M;0.77;1.5;3;6.2;9.38;;10.9;15.9;MEASURER1;0.936666667
101;2016;2016_N011;2016_N011;C;2016_E1359;0;1.15;8;8;ID00719;M;0.83;1.9;5;8.5;10.86;;11.6;17.11;MEASURER1;0.806666667
102;2016;2016_N037;2016_N028;C;2016_E1399;0;1.2;4;3;ID00729;F;0.88;1.63;4.5;8.2;10.17;10.73;10.3;17.19;MEASURER1;0.433333333
103;2016;2016_N041;2016_N028;T4;2016_E1401;0;1.29;4;5;ID00732;M;0.73;1.25;3.6;7.3;9.49;10.49;10.7;17.28;MEASURER1;0.796666667
104;2016;2016_N038;2016_N028;T4;2016_E1400;0;1.17;4;8;ID00731;M;0.89;2.05;5;8.9;10.96;11.16;10.7;16.98;MEASURER1;0.656666667
105;2016;2016_N038;2016_N028;C;2016_E1404;0;1.13;4;8;ID00730;F;0.82;2.02;5.1;8.7;10.71;11.22;10.9;16.28;MEASURER1;0.666666667
106;2016;2016_N048;2016_N047;C;2016_E1408;0;1.17;6;3;ID00733;F;0.85;1.9;5.6;8.7;11.31;11.79;11.3;17.18;MEASURER1;0.51
107;2016;2016_N048;2016_N047;T4;2016_E1409;0;1.09;6;3;ID00734;F;0.77;1.8;5.5;8.3;10.96;11.79;11.7;16.6;MEASURER1;0.703333333
108;2016;2016_N046;2016_N047;T4;2016_E1414;0;1.17;6;4;ID00735;F;0.8;2.3;6;9.3;11.24;11.53;11.3;16.58;MEASURER1;0.876666667
109;2016;2016_N027;2016_N024;T4;2016_E1442;0;1.23;8;2;ID00737;F;0.8;1.7;5.3;8.2;9.61;10.48;11.3;16.95;MEASURER1;0.86
110;2016;2016_N027;2016_N024;CORT;2016_E1443;0;1.21;8;2;ID00740;F;0.84;1.8;4.6;7.8;9.88;10.86;10.8;17.04;MEASURER1;1.103333333
111;2016;2016_N026;2016_N024;T4;2016_E1446;0;1.14;8;6;ID00736;M;0.74;2.4;6.4;9.2;10.705;12.21;11.8;16.43;MEASURER1;0.696666667
112;2016;2016_N024;2016_N024;T4;2016_E1439;0;1.19;8;5;ID00738;M;0.84;2.1;5.4;8.4;10.24;11.1;10.8;17.9;MEASURER1;1.073333333
113;2016;2016_N024;2016_N024;C;2016_E1441;0;1.17;8;5;ID00739;M;0.79;2;5.4;8.1;9.84;10.5;10.5;17.19;MEASURER1;1.063333333
114;2016;2016_N001;2016_N001;T4;2016_E0040;0;1.24;8;7;ID00491;F;0.89;2.2;5.3;9.1;10.64;10.54;10.1;16.85;MEASURER1;0.513333333
115;2016;2016_N001;2016_N001;CORT;2016_E0041;0;1.15;8;7;ID00489;UNK;0.82;;;8.8;10.8;11;10.2;16.31;MEASURER2;0.74
116;2016;2016_N003;2016_N001;T4;2016_E0043;0;1.22;8;8;ID00493;F;0.84;2.2;5.4;9.3;9.75;10.96;10.2;17.41;MEASURER2;0.986666667
117;2016;2016_N003;2016_N001;CORT;2016_E0044;0;1.22;8;8;ID00492;F;0.9;2.1;5;8.4;9.56;10.5;9.7;16.6;MEASURER2;0.926666667
118;2016;2016_N003;2016_N001;C;2016_E0045;0;1.24;8;8;ID00494;F;0.89;1.7;4.7;8.7;10.66;11.27;10.7;16.63;MEASURER2;0.963333333
119;2016;2016_N002;2016_N001;T4;2016_E0046;0;1.26;8;5;ID00490;M;0.94;1.7;5;8.6;10;11.44;10.9;17.54;MEASURER2;0.66
120;2016;2016_N002;2016_N001;C;2016_E0049;0;1.35;8;5;ID00495;F;0.96;1.5;;7.7;9.58;11.6;10.6;17.01;MEASURER2;1.056666667
121;2016;2016_N007;2016_N007;T4;2016_E0086;0;1.09;8;3;ID00504;M;0.73;1.61;3.9;7.5;9.32;10.82;10.7;16.57;MEASURER2;0.63
122;2016;2016_N007;2016_N007;C;2016_E0090;0;1.04;8;3;ID00509;F;0.82;1.97;4.5;8;10.17;11.17;10.6;16.13;MEASURER2;0.873333333
123;2016;2016_N008;2016_N007;T4;2016_E0094;0;1.03;8;3;ID00505;F;0.7;1.51;3.7;6.9;9.1;10.41;10.7;16.4;MEASURER2;0.636666667
124;2016;2016_N008;2016_N007;CORT;2016_E0095;0;1.04;8;3;ID00508;M;0.72;1.7;3.5;7;9.2;10.78;10.9;16.84;MEASURER2;0.866666667
125;2016;2016_N008;2016_N007;C;2016_E0096;0;1.02;8;3;ID00506;F;;1.32;3.1;5.8;8.04;8.99;9.3;15.67;MEASURER2;0.726666667
126;2016;2016_N009;2016_N007;CORT;2016_E0092;0;1.12;8;4;ID00507;M;0.79;1.98;4.1;7.7;10.66;11.38;11.2;17.54;MEASURER2;0.77
127;2016;2016_N001;2016_N003;T4;2016_E0134;0;1.19;8;7;ID00514;F;0.85;1.83;4.3;7.4;9.88;10.76;10.5;16.67;MEASURER2;0.61
128;2016;2016_N001;2016_N003;CORT;2016_E0135;0;1.26;8;7;ID00521;M;0.9;2.07;4.5;7.3;10;11.01;11.3;17.05;MEASURER2;1.016666667
129;2016;2016_N001;2016_N003;C;2016_E0136;0;1.27;8;7;ID00515;F;0.9;1.32;3.3;6.2;9;9.83;10.1;16.34;MEASURER2;0.633333333
130;2016;2016_N003;2016_N003;T4;2016_E0137;0;1.15;8;8;ID00516;M;0.73;0.95;3.4;5;7.82;9.14;9.9;16.11;MEASURER2;0.546666667
131;2016;2016_N003;2016_N003;T4;2016_E0138;0;1.2;8;8;ID00520;M;0.83;2.02;4.1;7.8;10.22;10.91;10.8;16.45;MEASURER2;0.943333333
132;2016;2016_N003;2016_N003;CORT;2016_E0139;0;1.16;8;8;ID00518;M;0.83;1.94;3.9;6.9;9.6;9.42;10.4;16.75;MEASURER2;0.843333333
133;2016;2016_N002;2016_N003;CORT;2016_E0141;0;1.31;8;5;ID00517;F;0.96;1.95;3.8;6.6;9.18;9.95;10.2;16.6;MEASURER2;0.643333333
134;2016;2016_N002;2016_N003;C;2016_E0142;0;1.29;8;5;ID00519;M;0.96;2.03;4.4;7.2;10.03;10.97;10.6;16.76;MEASURER2;0.886666667
135;2016;2016_N013;2016_N013;T4;2016_E0149;0;1.12;3;5;ID00523;F;0.77;2.3;4.99;8;10.35;10.8;11.6;15.63;MEASURER2;0.843333333
136;2016;2016_N013;2016_N013;C;2016_E0151;0;1.11;3;5;ID00522;F;0.81;2.2;4.95;8;10.03;10.35;11;15.84;MEASURER2;0.723333333
137;2016;2016_N014;2016_N013;C;2016_E0148;0;1.27;3;4;ID00524;M;0.93;2.1;5.12;8.9;11.24;11.76;12.5;16.49;MEASURER2;1.036666667
138;2016;2016_N015;2016_N015;T4;2016_E0152;0;1.16;6;8;ID00530;M;0.77;1.73;4.2;7.2;9.09;9.37;11.5;17.14;MEASURER2;1.2
139;2016;2016_N015;2016_N015;T4;2016_E0153;0;1.12;6;8;ID00525;F;0.74;2.27;5.2;8.1;9.54;9.73;10.4;16.09;MEASURER2;0.683333333
140;2016;2016_N015;2016_N015;T4;2016_E0154;0;1.12;6;8;ID00529;M;0.79;2.16;5.3;9;10.7;10.62;9.8;16.7;MEASURER2;0.88
141;2016;2016_N015;2016_N015;CORT;2016_E0155;0;1.14;6;8;ID00527;F;0.84;2.03;5;8.3;9.3;10.14;11.5;16.94;MEASURER2;0.766666667
142;2016;2016_N017;2016_N015;CORT;2016_E0160;0;1.18;6;6;ID00528;F;0.85;1.8;4;7.7;10;10.54;10.6;17.15;MEASURER2;0.796666667
143;2016;2016_N016;2016_N015;T4;2016_E0156;0;1.27;6;5;ID00526;M;0.81;1.02;3.6;7.1;9.43;9.7;11.7;17.43;MEASURER2;0.56
144;2016;2016_N020;2016_N020;T4;2016_E0241;0;1.09;6;6;ID00537;M;0.7;1.71;3.6;7.5;9.46;10.05;10.8;17.26;MEASURER2;0.45
145;2016;2016_N020;2016_N020;CORT;2016_E0242;0;1.07;6;6;ID00539;M;0.77;2.25;4.8;9;10.76;11.16;11.5;17.68;MEASURER2;0.436666667
146;2016;2016_N020;2016_N020;C;2016_E0243;0;1.07;6;6;ID00538;M;0.69;1.35;2.5;4.6;6.78;7.89;9.2;16.3;MEASURER2;0.493333333
147;2016;2016_N021;2016_N020;T4;2016_E0237;0;1.2;6;5;ID00541;F;0.89;1.85;3.8;8.1;10.23;11.06;11.3;16.23;MEASURER2;0.906666667
148;2016;2016_N021;2016_N020;C;2016_E0240;0;1.16;6;5;ID00540;F;0.84;2.11;4.4;8.6;10.14;10.64;10.7;16.1;MEASURER2;0.68
149;2016;2016_N013;2016_N014;T4;2016_E0251;0;1.19;8;5;ID00547;F;0.82;2.1;5.75;8.4;9.72;9.63;9.4;16.83;MEASURER2;0.816666667
150;2016;2016_N013;2016_N014;CORT;2016_E0252;0;1.16;8;5;ID00545;M;0.86;2.2;5.56;8.5;10.6;10.84;10.7;17.7;MEASURER2;0.81
151;2016;2016_N013;2016_N014;C;2016_E0253;0;1.2;8;5;ID00548;M;;1.4;4.18;7.1;8.77;9.29;10.2;15.4;MEASURER2;0.98
152;2016;2016_N014;2016_N014;T4;2016_E0247;0;1.28;8;4;ID00549;M;0.91;1.8;5.11;8.8;10.5;10.69;10.7;16.3;MEASURER2;1.146666667
153;2016;2016_N014;2016_N014;T4;2016_E0248;0;1.24;8;4;ID00546;M;0.93;2.3;5.58;8.4;10.3;10.4;10.4;16.47;MEASURER2;0.75
154;2016;2016_N014;2016_N014;CORT;2016_E0249;0;1.25;8;4;ID00543;F;0.91;2.2;5.36;8.3;9.91;;10.3;16.1;MEASURER2;0.466666667
155;2016;2016_N022;2016_N014;T4;2016_E0244;0;1.21;8;1;ID00544;F;0.79;1.7;4.92;7.7;10.11;9.65;9.6;16.03;MEASURER2;0.646666667
156;2016;2016_N023;2016_N023;C;2016_E0283;0;1.27;4;4;ID00550;F;0.94;2;5.3;8.6;;;11.4;17.16;MEASURER2;
157;2016;2016_N012;2016_N023;CORT;2016_E0285;0;1.14;4;3;ID00551;M;0.65;1.5;4.7;7.9;;;11.7;16.98;MEASURER2;
158;2016;2016_N025;2016_N027;T4;2016_E0303;Y;1.18;8;6;ID00555;F;0.7;2.62;5.7;9.6;11.79;12.04;11.6;17.17;MEASURER2;1.04047619
159;2016;2016_N024;2016_N027;T4;2016_E0298;0;1.24;8;5;ID00552;M;0.86;2.17;5.4;8.8;10.67;10.69;10.7;17.6;MEASURER2;0.473333333
160;2016;2016_N024;2016_N027;CORT;2016_E0299;0;1.28;8;5;ID00554;F;0.95;2.67;5.5;9.2;10.29;10.89;10.4;17.12;MEASURER2;0.76
